"Time (EpSec)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
116160.000,-29.053,-35.876,410.189514,0.045946,0.048105,-0.010808
116220.000,-26.261,-33.069,409.557054,0.047085,0.045523,-0.010233
116280.000,-23.406,-30.406,408.966286,0.048046,0.043302,-0.009420
116340.000,-20.498,-27.866,408.431083,0.048851,0.041416,-0.008384
116400.000,-17.547,-25.430,407.964248,0.049515,0.039839,-0.007145
116460.000,-14.559,-23.080,407.577257,0.050053,0.038550,-0.005727
116520.000,-11.543,-20.799,407.280035,0.050475,0.037529,-0.004158
116580.000,-8.504,-18.571,407.080754,0.050790,0.036762,-0.002468
116640.000,-5.450,-16.383,406.985671,0.051004,0.036235,-0.000690
116700.000,-2.386,-14.218,406.998993,0.051122,0.035942,0.001140
116760.000,0.683,-12.065,407.122793,0.051146,0.035877,0.002986
116820.000,3.750,-9.909,407.356954,0.051076,0.036039,0.004813
116880.000,6.810,-7.736,407.699167,0.050911,0.036432,0.006582
116940.000,9.857,-5.532,408.144964,0.050648,0.037060,0.008260
117000.000,12.886,-3.284,408.687792,0.050282,0.037935,0.009811
117060.000,15.889,-0.975,409.319133,0.049805,0.039068,0.011205
117120.000,18.860,1.410,410.028657,0.049210,0.040477,0.012413
117180.000,21.791,3.888,410.804409,0.048482,0.042182,0.013409
117240.000,24.675,6.478,411.633028,0.047608,0.044207,0.014172
117300.000,27.501,9.200,412.499993,0.046569,0.046576,0.014684
117360.000,30.259,12.075,413.389890,0.045342,0.049318,0.014934
117420.000,32.938,15.126,414.286697,0.043903,0.052456,0.014914
117480.000,35.523,18.378,415.174072,0.042220,0.056011,0.014620
117540.000,37.999,21.856,416.035661,0.040259,0.059993,0.014055
117600.000,40.348,25.586,416.855388,0.037982,0.064394,0.013226
117660.000,42.549,29.591,417.617757,0.035350,0.069177,0.012145
117720.000,44.582,33.893,418.308131,0.032324,0.074265,0.010829
117780.000,46.420,38.506,418.913000,0.028871,0.079526,0.009299
117840.000,48.037,43.436,419.420226,0.024971,0.084766,0.007579
117900.000,49.407,48.672,419.819270,0.020622,0.089721,0.005698
117960.000,50.503,54.190,420.101381,0.015852,0.094076,0.003687
118020.000,51.302,59.943,420.259763,0.010720,0.097492,0.001579
118080.000,51.784,65.864,420.289702,0.005323,0.099664,-0.000589
118140.000,51.938,71.873,420.188655,-0.000211,0.100378,-0.002780
118200.000,51.759,77.879,419.956313,-0.005741,0.099558,-0.004959
118260.000,51.252,83.791,419.594606,-0.011124,0.097292,-0.007086
118320.000,50.430,89.529,419.107687,-0.016235,0.093800,-0.009127
118380.000,49.311,95.029,418.501871,-0.020980,0.089393,-0.011044
118440.000,47.921,100.245,417.785528,-0.025300,0.084409,-0.012805
118500.000,46.284,105.153,416.968955,-0.029172,0.079161,-0.014380
118560.000,44.429,109.744,416.064198,-0.032597,0.073908,-0.015741
118620.000,42.381,114.025,415.084858,-0.035598,0.068839,-0.016863
118680.000,40.165,118.011,414.045854,-0.038207,0.064083,-0.017726
118740.000,37.803,121.723,412.963171,-0.040464,0.059712,-0.018316
118800.000,35.316,125.185,411.853585,-0.042408,0.055762,-0.018622
118860.000,32.720,128.423,410.734373,-0.044076,0.052239,-0.018637
118920.000,30.031,131.462,409.623006,-0.045502,0.049131,-0.018360
118980.000,27.264,134.327,408.536853,-0.046717,0.046419,-0.017797
119040.000,24.429,137.040,407.492864,-0.047747,0.044077,-0.016957
119100.000,21.538,139.623,406.507274,-0.048612,0.042079,-0.015854
119160.000,18.599,142.096,405.595318,-0.049331,0.040398,-0.014506
119220.000,15.621,144.477,404.770952,-0.049919,0.039012,-0.012938
119280.000,12.611,146.783,404.046609,-0.050388,0.037901,-0.011177
119340.000,9.576,149.030,403.432977,-0.050746,0.037049,-0.009253
119400.000,6.523,151.233,402.938805,-0.051001,0.036442,-0.007201
119460.000,3.458,153.408,402.570754,-0.051158,0.036071,-0.005055
119520.000,0.386,155.566,402.333278,-0.051220,0.035930,-0.002855
119580.000,-2.687,157.724,402.228552,-0.051187,0.036017,-0.000637
119640.000,-5.754,159.893,402.256436,-0.051059,0.036333,0.001559
119700.000,-8.812,162.088,402.414494,-0.050833,0.036885,0.003696
119760.000,-11.852,164.324,402.698041,-0.050505,0.037679,0.005736
119820.000,-14.870,166.615,403.100246,-0.050069,0.038728,0.007646
119880.000,-17.858,168.977,403.612267,-0.049516,0.040048,0.009392
119940.000,-20.809,171.426,404.223422,-0.048834,0.041659,0.010946
120000.000,-23.715,173.982,404.921401,-0.048009,0.043582,0.012282
120060.000,-26.567,176.663,405.692496,-0.047025,0.045844,0.013380
120120.000,-29.355,179.491,406.521871,-0.045859,0.048470,0.014222
120180.000,-32.066,-177.513,407.393832,-0.044488,0.051486,0.014798
120240.000,-34.689,-174.323,408.292130,-0.042882,0.054916,0.015099
120300.000,-37.207,-170.914,409.200256,-0.041008,0.058773,0.015126
120360.000,-39.604,-167.261,410.101752,-0.038829,0.063056,0.014879
120420.000,-41.859,-163.340,410.980506,-0.036305,0.067737,0.014369
120480.000,-43.952,-159.126,411.821048,-0.033397,0.072755,0.013608
120540.000,-45.859,-154.604,412.608830,-0.030070,0.077995,0.012614
120600.000,-47.552,-149.766,413.330481,-0.026298,0.083281,0.011408
120660.000,-49.005,-144.615,413.974047,-0.022073,0.088370,0.010016
120720.000,-50.192,-139.171,414.529200,-0.017413,0.092957,0.008466
120780.000,-51.087,-133.477,414.987417,-0.012368,0.096706,0.006790
120840.000,-51.670,-127.590,415.342120,-0.007024,0.099292,0.005021
120900.000,-51.926,-121.590,415.588792,-0.001501,0.100464,0.003195
120960.000,-51.849,-115.565,415.725042,0.004060,0.100103,0.001346
121020.000,-51.441,-109.608,415.750640,0.009515,0.098246,-0.000488
121080.000,-50.712,-103.802,415.667513,0.014731,0.095080,-0.002272
121140.000,-49.681,-98.218,415.479693,0.019602,0.090896,-0.003972
121200.000,-48.368,-92.908,415.193239,0.024061,0.086032,-0.005554
121260.000,-46.802,-87.901,414.816111,0.028072,0.080816,-0.006989
121320.000,-45.009,-83.212,414.358021,0.031631,0.075524,-0.008249
121380.000,-43.015,-78.836,413.830239,0.034755,0.070368,-0.009309
121440.000,-40.846,-74.762,413.245380,0.037475,0.065495,-0.010148
121500.000,-38.526,-70.969,412.617164,0.039830,0.060992,-0.010752
121560.000,-36.073,-67.434,411.960150,0.041859,0.056905,-0.011107
121620.000,-33.508,-64.132,411.289458,0.043600,0.053247,-0.011207
121680.000,-30.846,-61.036,410.620482,0.045089,0.050010,-0.011050
121740.000,-28.102,-58.123,409.968587,0.046358,0.047176,-0.010638
121800.000,-25.287,-55.368,409.348821,0.047434,0.044721,-0.009980
121860.000,-22.413,-52.749,408.775613,0.048339,0.042618,-0.009089
121920.000,-19.490,-50.247,408.262500,0.049094,0.040841,-0.007981
121980.000,-16.525,-47.842,407.821856,0.049713,0.039365,-0.006677
122040.000,-13.526,-45.517,407.464649,0.050210,0.038170,-0.005204
122100.000,-10.502,-43.256,407.200223,0.050595,0.037238,-0.003589
122160.000,-7.457,-41.044,407.036110,0.050875,0.036554,-0.001866
122220.000,-4.399,-38.865,406.977875,0.051055,0.036108,-0.000066
122280.000,-1.332,-36.706,407.029001,0.051141,0.035894,0.001774
122340.000,1.736,-34.553,407.190812,0.051132,0.035907,0.003617
122400.000,4.802,-32.393,407.462439,0.051030,0.036148,0.005428
122460.000,7.858,-30.211,407.840824,0.050832,0.036621,0.007170
122520.000,10.899,-27.994,408.320772,0.050534,0.037332,0.008808
122580.000,13.920,-25.726,408.895043,0.050131,0.038294,0.010309
122640.000,16.913,-23.393,409.554476,0.049615,0.039519,0.011642
122700.000,19.871,-20.978,410.288159,0.048975,0.041028,0.012780
122760.000,22.787,-18.464,411.083631,0.048199,0.042840,0.013698
122820.000,25.652,-15.831,411.927101,0.047271,0.044980,0.014377
122880.000,28.456,-13.059,412.803714,0.046170,0.047474,0.014800
122940.000,31.189,-10.126,413.697812,0.044874,0.050349,0.014958
123000.000,33.837,-7.009,414.593229,0.043354,0.053629,0.014844
123060.000,36.386,-3.682,415.473588,0.041580,0.057330,0.014456
123120.000,38.820,-0.121,416.322594,0.039515,0.061458,0.013800
123180.000,41.121,3.701,417.124339,0.037120,0.065996,0.012883
123240.000,43.267,7.806,417.863591,0.034357,0.070894,0.011719
123300.000,45.236,12.214,418.526069,0.031188,0.076060,0.010327
123360.000,47.001,16.935,419.098708,0.027583,0.081339,0.008729
123420.000,48.537,21.972,419.569896,0.023528,0.086514,0.006950
123480.000,49.816,27.309,419.929687,0.019030,0.091301,0.005021
123540.000,50.812,32.914,420.169984,0.014126,0.095371,0.002972
123600.000,51.504,38.733,420.284694,0.008891,0.098391,0.000840
123660.000,51.875,44.694,420.269840,0.003432,0.100081,-0.001340
123720.000,51.914,50.712,420.123641,-0.002118,0.100268,-0.003532
123780.000,51.622,56.696,419.846556,-0.007613,0.098935,-0.005697
123840.000,51.005,62.557,419.441284,-0.012915,0.096216,-0.007799
123900.000,50.078,68.219,418.912729,-0.017909,0.092373,-0.009800
123960.000,48.863,73.626,418.267924,-0.022513,0.087730,-0.011668
124020.000,47.385,78.738,417.515919,-0.026680,0.082623,-0.013369
124080.000,45.671,83.537,416.667631,-0.030397,0.077347,-0.014873
124140.000,43.746,88.021,415.735665,-0.033673,0.072139,-0.016154
124200.000,41.638,92.198,414.734100,-0.036536,0.067166,-0.017189
124260.000,39.370,96.088,413.678253,-0.039020,0.062536,-0.017960
124320.000,36.963,99.711,412.584412,-0.041165,0.058308,-0.018454
124380.000,34.436,103.093,411.469558,-0.043010,0.054505,-0.018660
124440.000,31.807,106.260,410.351068,-0.044591,0.051126,-0.018575
124500.000,29.090,109.236,409.246414,-0.045942,0.048157,-0.018199
124560.000,26.298,112.047,408.172855,-0.047090,0.045575,-0.017540
124620.000,23.442,114.713,407.147129,-0.048061,0.043354,-0.016607
124680.000,20.534,117.256,406.185160,-0.048874,0.041467,-0.015417
124740.000,17.580,119.695,405.301773,-0.049547,0.039890,-0.013991
124800.000,14.590,122.048,404.510428,-0.050093,0.038601,-0.012354
124860.000,11.571,124.332,403.822982,-0.050523,0.037580,-0.010533
124920.000,8.530,126.563,403.249477,-0.050845,0.036813,-0.008561
124980.000,5.472,128.755,402.797962,-0.051066,0.036288,-0.006473
125040.000,2.404,130.922,402.474351,-0.051190,0.035996,-0.004304
125100.000,-0.669,133.079,402.282320,-0.051219,0.035934,-0.002093
125160.000,-3.741,135.239,402.223252,-0.051154,0.036100,0.000122
125220.000,-6.805,137.415,402.296215,-0.050992,0.036496,0.002302
125280.000,-9.858,139.623,402.497992,-0.050732,0.037129,0.004409
125340.000,-12.891,141.876,402.823151,-0.050368,0.038009,0.006408
125400.000,-15.900,144.189,403.264150,-0.049893,0.039150,0.008265
125460.000,-18.876,146.579,403.811495,-0.049297,0.040567,0.009948
125520.000,-21.813,149.063,404.453921,-0.048567,0.042283,0.011430
125580.000,-24.701,151.660,405.178608,-0.047690,0.044319,0.012687
125640.000,-27.532,154.389,405.971433,-0.046646,0.046703,0.013699
125700.000,-30.295,157.272,406.817231,-0.045413,0.049460,0.014450
125760.000,-32.977,160.332,407.700085,-0.043965,0.052616,0.014932
125820.000,-35.566,163.594,408.603622,-0.042271,0.056192,0.015139
125880.000,-38.044,167.083,409.511316,-0.040296,0.060196,0.015071
125940.000,-40.395,170.826,410.406794,-0.038003,0.064620,0.014734
126000.000,-42.598,174.845,411.274133,-0.035352,0.069427,0.014136
126060.000,-44.629,179.163,412.098148,-0.032304,0.074536,0.013292
126120.000,-46.465,-176.207,412.864667,-0.028826,0.079815,0.012223
126180.000,-48.079,-171.260,413.560780,-0.024898,0.085065,0.010950
126240.000,-49.444,-166.005,414.175070,-0.020520,0.090018,0.009500
126300.000,-50.533,-160.470,414.697810,-0.015720,0.094356,0.007903
126360.000,-51.323,-154.701,415.121129,-0.010561,0.097739,0.006191
126420.000,-51.795,-148.766,415.439148,-0.005142,0.099863,0.004399
126480.000,-51.938,-142.747,415.648071,0.000411,0.100515,0.002561
126540.000,-51.746,-136.735,415.746251,0.005952,0.099628,0.000713
126600.000,-51.226,-130.821,415.734198,0.011338,0.097294,-0.001108
126660.000,-50.391,-125.085,415.614571,0.016446,0.093741,-0.002867
126720.000,-49.260,-119.590,415.392107,0.021182,0.089286,-0.004530
126780.000,-47.858,-114.382,415.073535,0.025489,0.084266,-0.006065
126840.000,-46.211,-109.483,414.667435,0.029344,0.078995,-0.007443
126900.000,-44.346,-104.902,414.184075,0.032751,0.073730,-0.008636
126960.000,-42.289,-100.632,413.635216,0.035733,0.068658,-0.009623
127020.000,-40.066,-96.657,413.033878,0.038323,0.063904,-0.010383
127080.000,-37.697,-92.955,412.394100,0.040561,0.059541,-0.010902
127140.000,-35.205,-89.503,411.730665,0.042487,0.055601,-0.011170
127200.000,-32.605,-86.275,411.058822,0.044138,0.052089,-0.011182
127260.000,-29.913,-83.244,410.393988,0.045548,0.048993,-0.010937
127320.000,-27.143,-80.388,409.751452,0.046748,0.046292,-0.010440
127380.000,-24.307,-77.682,409.146082,0.047763,0.043961,-0.009700
127440.000,-21.415,-75.105,408.592033,0.048614,0.041973,-0.008732
127500.000,-18.476,-72.639,408.102470,0.049321,0.040301,-0.007554
127560.000,-15.499,-70.263,407.689312,0.049897,0.038924,-0.006189
127620.000,-12.491,-67.962,407.362992,0.050354,0.037821,-0.004664
127680.000,-9.458,-65.720,407.132251,0.050702,0.036976,-0.003008
127740.000,-6.408,-63.520,407.003962,0.050948,0.036375,-0.001254
127800.000,-3.347,-61.350,406.982987,0.051095,0.036009,0.000563
127860.000,-0.279,-59.195,407.072073,0.051148,0.035873,0.002408
127920.000,2.789,-57.041,407.271793,0.051108,0.035964,0.004245
127980.000,5.852,-54.874,407.580525,0.050973,0.036284,0.006036
128040.000,8.904,-52.682,407.994468,0.050741,0.036838,0.007746
128100.000,11.939,-50.449,408.507714,0.050408,0.037633,0.009340
128160.000,14.951,-48.161,409.112346,0.049967,0.038684,0.010787
128220.000,17.933,-45.802,409.798583,0.049410,0.040004,0.012056
128280.000,20.877,-43.355,410.554955,0.048725,0.041614,0.013121
128340.000,23.777,-40.802,411.368519,0.047899,0.043536,0.013959
128400.000,26.622,-38.123,412.225088,0.046913,0.045795,0.014551
128460.000,29.403,-35.299,413.109500,0.045748,0.048417,0.014885
128520.000,32.108,-32.306,414.005890,0.044379,0.051428,0.014950
128580.000,34.724,-29.119,414.897987,0.042775,0.054851,0.014741
128640.000,37.236,-25.715,415.769405,0.040905,0.058699,0.014261
128700.000,39.626,-22.067,416.603951,0.038732,0.062971,0.013514
128760.000,41.877,-18.151,417.385917,0.036215,0.067640,0.012510
128820.000,43.964,-13.943,418.100365,0.033317,0.072644,0.011266
128880.000,45.866,-9.429,418.733405,0.030001,0.077869,0.009800
128940.000,47.556,-4.598,419.272445,0.026242,0.083141,0.008137
129000.000,49.006,0.544,419.706420,0.022032,0.088217,0.006303
129060.000,50.191,5.978,420.026003,0.017389,0.092796,0.004329
129120.000,51.085,11.663,420.223768,0.012362,0.096542,0.002248
129180.000,51.668,17.540,420.294336,0.007036,0.099133,0.000095
129240.000,51.926,23.531,420.234479,0.001530,0.100319,-0.002093
129300.000,51.851,29.548,420.043180,-0.004018,0.099978,-0.004280
129360.000,51.446,35.498,419.721671,-0.009461,0.098147,-0.006427
129420.000,50.720,41.299,419.273414,-0.014669,0.095008,-0.008499
129480.000,49.692,46.879,418.704052,-0.019536,0.090852,-0.010458
129540.000,48.384,52.187,418.021327,-0.023994,0.086013,-0.012272
129600.000,46.822,57.193,417.234947,-0.028007,0.080817,-0.013908
129660.000,45.032,61.884,416.356432,-0.031571,0.075542,-0.015339
129720.000,43.042,66.261,415.398918,-0.034701,0.070399,-0.016538
129780.000,40.876,70.337,414.376936,-0.037429,0.065534,-0.017485
129840.000,38.558,74.133,413.306169,-0.039792,0.061038,-0.018162
129900.000,36.108,77.670,412.203173,-0.041830,0.056954,-0.018557
129960.000,33.544,80.976,411.085100,-0.043580,0.053297,-0.018663
130020.000,30.883,84.074,409.969396,-0.045079,0.050062,-0.018478
130080.000,28.139,86.991,408.873491,-0.046358,0.047228,-0.018004
130140.000,25.324,89.749,407.814502,-0.047443,0.044773,-0.017249
130200.000,22.449,92.371,406.808919,-0.048357,0.042670,-0.016227
130260.000,19.524,94.876,405.872320,-0.049120,0.040892,-0.014953
130320.000,16.558,97.284,405.019090,-0.049748,0.039416,-0.013452
130380.000,13.557,99.612,404.262165,-0.050253,0.038221,-0.011748
130440.000,10.529,101.876,403.612801,-0.050645,0.037289,-0.009872
130500.000,7.482,104.091,403.080374,-0.050932,0.036606,-0.007856
130560.000,4.420,106.273,402.672214,-0.051120,0.036162,-0.005735
130620.000,1.349,108.435,402.393475,-0.051211,0.035949,-0.003548
130680.000,-1.724,110.592,402.247052,-0.051207,0.035965,-0.001331
130740.000,-4.794,112.756,402.233532,-0.051109,0.036209,0.000876
130800.000,-7.855,114.942,402.351195,-0.050915,0.036686,0.003035
130860.000,-10.902,117.163,402.596051,-0.050619,0.037403,0.005110
130920.000,-13.927,119.435,402.961930,-0.050218,0.038371,0.007064
130980.000,-16.925,121.773,403.440603,-0.049702,0.039604,0.008864
131040.000,-19.889,124.193,404.021943,-0.049062,0.041121,0.010481
131100.000,-22.810,126.713,404.694126,-0.048284,0.042944,0.011888
131160.000,-25.680,129.353,405.443856,-0.047352,0.045097,0.013063
131220.000,-28.489,132.132,406.256620,-0.046246,0.047606,0.013987
131280.000,-31.225,135.073,407.116963,-0.044942,0.050497,0.014647
131340.000,-33.877,138.200,408.008777,-0.043413,0.053796,0.015035
131400.000,-36.430,141.537,408.915603,-0.041627,0.057518,0.015147
131460.000,-38.867,145.111,409.820933,-0.039547,0.061669,0.014985
131520.000,-41.169,148.946,410.708514,-0.037135,0.066230,0.014557
131580.000,-43.315,153.066,411.562645,-0.034352,0.071152,0.013873
131640.000,-45.283,157.489,412.368460,-0.031159,0.076338,0.012949
131700.000,-47.046,162.228,413.112193,-0.027529,0.081633,0.011807
131760.000,-48.577,167.283,413.781421,-0.023445,0.086814,0.010470
131820.000,-49.850,172.638,414.365288,-0.018918,0.091594,0.008967
131880.000,-50.839,178.260,414.854685,-0.013986,0.095642,0.007327
131940.000,-51.522,-175.906,415.242413,-0.008724,0.098624,0.005583
132000.000,-51.882,-169.932,415.523299,-0.003243,0.100259,0.003771
132060.000,-51.909,-163.905,415.694280,0.002322,0.100382,0.001926
132120.000,-51.604,-157.917,415.754449,0.007825,0.098980,0.000083
132180.000,-50.974,-152.056,415.705059,0.013129,0.096197,-0.001720
132240.000,-50.035,-146.396,415.549491,0.018117,0.092296,-0.003450
132300.000,-48.808,-140.996,415.293177,0.022711,0.087609,-0.005073
132360.000,-47.319,-135.892,414.943500,0.026864,0.082470,-0.006557
132420.000,-45.594,-131.102,414.509639,0.030563,0.077176,-0.007875
132480.000,-43.660,-126.629,414.002399,0.033821,0.071959,-0.008999
132540.000,-41.543,-122.462,413.433998,0.036664,0.066985,-0.009910
132600.000,-39.268,-118.584,412.817838,0.039129,0.062360,-0.010589
132660.000,-36.855,-114.971,412.168243,0.041256,0.058140,-0.011023
132720.000,-34.323,-111.599,411.500188,0.043083,0.054347,-0.011203
132780.000,-31.690,-108.441,410.829014,0.044648,0.050980,-0.011126
132840.000,-28.970,-105.473,410.170126,0.045983,0.048022,-0.010794
132900.000,-26.176,-102.670,409.538704,0.047116,0.045452,-0.010212
132960.000,-23.320,-100.011,408.949401,0.048073,0.043241,-0.009392
133020.000,-20.411,-97.475,408.416064,0.048873,0.041364,-0.008350
133080.000,-17.458,-95.041,407.951458,0.049533,0.039797,-0.007105
133140.000,-14.469,-92.693,407.567017,0.050067,0.038516,-0.005682
133200.000,-11.452,-90.414,407.272615,0.050486,0.037503,-0.004109
133260.000,-8.413,-88.188,407.076371,0.050798,0.036742,-0.002416
133320.000,-5.358,-86.000,406.984481,0.051009,0.036223,-0.000636
133380.000,-2.294,-83.837,407.001089,0.051124,0.035937,0.001195
133440.000,0.775,-81.683,407.128203,0.051145,0.035878,0.003041
133500.000,3.842,-79.527,407.365641,0.051072,0.036048,0.004867
133560.000,6.901,-77.353,407.711029,0.050904,0.036447,0.006634
133620.000,9.948,-75.148,408.159834,0.050638,0.037083,0.008308
133680.000,12.976,-72.898,408.705443,0.050269,0.037965,0.009855
133740.000,15.978,-70.587,409.339282,0.049789,0.039106,0.011244
133800.000,18.948,-68.200,410.050969,0.049190,0.040523,0.012446
133860.000,21.878,-65.719,410.828502,0.048458,0.042238,0.013435
133920.000,24.760,-63.125,411.658484,0.047579,0.044272,0.014191
133980.000,27.585,-60.399,412.526363,0.046535,0.046653,0.014696
134040.000,30.341,-57.519,413.416702,0.045303,0.049406,0.014938
134100.000,33.017,-54.462,414.313464,0.043856,0.052556,0.014909
134160.000,35.599,-51.204,415.200305,0.042165,0.056124,0.014607
134220.000,38.071,-47.719,416.060872,0.040195,0.060119,0.014034
134280.000,40.416,-43.981,416.879105,0.037908,0.064532,0.013197
134340.000,42.613,-39.968,417.639528,0.035265,0.069325,0.012109
134400.000,44.640,-35.656,418.327533,0.032227,0.074420,0.010787
134460.000,46.471,-31.034,418.929649,0.028761,0.079684,0.009250
134520.000,48.082,-26.095,419.433783,0.024847,0.084920,0.007525
134580.000,49.444,-20.849,419.829446,0.020485,0.089862,0.005640
134640.000,50.532,-15.324,420.107944,0.015703,0.094193,0.003625
134700.000,51.321,-9.565,420.262542,0.010562,0.097577,0.001515
134760.000,51.794,-3.639,420.288587,0.005159,0.099708,-0.000654
134820.000,51.938,2.371,420.183606,-0.000378,0.100375,-0.002846
134880.000,51.749,8.375,419.947354,-0.005905,0.099511,-0.005023
134940.000,51.232,14.283,419.581830,-0.011281,0.097204,-0.007149
135000.000,50.401,20.015,419.091252,-0.016383,0.093679,-0.009186
135060.000,49.274,25.506,418.481997,-0.021115,0.089251,-0.011099
135120.000,47.875,30.714,417.762497,-0.025423,0.084254,-0.012855
135180.000,46.232,35.612,416.943102,-0.029281,0.079003,-0.014424
135240.000,44.370,40.194,416.035910,-0.032693,0.073753,-0.015778
135300.000,42.317,44.466,415.054563,-0.035681,0.068692,-0.016892
135360.000,40.097,48.443,414.014015,-0.038279,0.063946,-0.017748
135420.000,37.731,52.147,412.930280,-0.040526,0.059588,-0.018330
135480.000,35.240,55.602,411.820154,-0.042461,0.055651,-0.018626
135540.000,32.641,58.834,410.700922,-0.044122,0.052140,-0.018633
135600.000,29.950,61.867,409.590060,-0.045542,0.049045,-0.018348
135660.000,27.180,64.727,408.504925,-0.046751,0.046344,-0.017776
135720.000,24.343,67.436,407.462451,-0.047775,0.044013,-0.016928
135780.000,21.450,70.016,406.478849,-0.048635,0.042024,-0.015817
135840.000,18.510,72.485,405.569318,-0.049350,0.040352,-0.014462
135900.000,15.531,74.864,404.747772,-0.049935,0.038975,-0.012888
135960.000,12.520,77.168,404.026596,-0.050400,0.037872,-0.011122
136020.000,9.485,79.414,403.416420,-0.050755,0.037027,-0.009193
136080.000,6.432,81.616,402.925936,-0.051008,0.036427,-0.007138
136140.000,3.366,83.790,402.561738,-0.051162,0.036063,-0.004990
136200.000,0.294,85.948,402.328214,-0.051220,0.035929,-0.002788
136260.000,-2.778,88.106,402.227468,-0.051184,0.036023,-0.000571
136320.000,-5.846,90.275,402.259294,-0.051053,0.036347,0.001624
136380.000,-8.903,92.472,402.421185,-0.050825,0.036905,0.003759
136440.000,-11.943,94.709,402.708391,-0.050494,0.037706,0.005796
136500.000,-14.960,97.002,403.114020,-0.050054,0.038763,0.007701
136560.000,-17.947,99.366,403.629171,-0.049497,0.040092,0.009441
136620.000,-20.897,101.819,404.243110,-0.048811,0.041712,0.010989
136680.000,-23.802,104.378,404.943481,-0.047982,0.043645,0.012318
136740.000,-26.652,107.063,405.716540,-0.046993,0.045917,0.013409
136800.000,-29.437,109.895,406.547420,-0.045822,0.048554,0.014243
136860.000,-32.146,112.897,407.420407,-0.044444,0.051583,0.014811
136920.000,-34.766,116.093,408.319239,-0.042830,0.055025,0.015104
136980.000,-37.280,119.509,409.227405,-0.040948,0.058895,0.015122
137040.000,-39.673,123.169,410.128452,-0.038759,0.063190,0.014868
137100.000,-41.925,127.099,411.006283,-0.036224,0.067883,0.014350
137160.000,-44.012,131.322,411.845453,-0.033304,0.072909,0.013582
137220.000,-45.913,135.853,412.631444,-0.029963,0.078153,0.012581
137280.000,-47.599,140.701,413.350924,-0.026178,0.083438,0.011369
137340.000,-49.045,145.861,413.991987,-0.021939,0.088516,0.009971
137400.000,-50.223,151.313,414.544354,-0.017267,0.093084,0.008417
137460.000,-51.109,157.014,414.999559,-0.012212,0.096802,0.006738
137520.000,-51.683,162.905,415.351086,-0.006861,0.099348,0.004967
137580.000,-51.929,168.908,415.594478,-0.001335,0.100476,0.003139
137640.000,-51.842,174.932,415.727410,0.004226,0.100069,0.001291
137700.000,-51.424,-179.114,415.749717,0.009675,0.098169,-0.000542
137760.000,-50.686,-173.314,415.663389,0.014882,0.094968,-0.002324
137820.000,-49.645,-167.738,415.472520,0.019742,0.090759,-0.004021
137880.000,-48.325,-162.436,415.183228,0.024187,0.085880,-0.005600
137940.000,-46.752,-157.439,414.803529,0.028185,0.080657,-0.007030
138000.000,-44.952,-152.759,414.343183,0.031730,0.075366,-0.008284
138060.000,-42.953,-148.392,413.813504,0.034842,0.070218,-0.009337
138120.000,-40.779,-144.327,413.227144,0.037551,0.065354,-0.010170
138180.000,-38.454,-140.542,412.597852,0.039895,0.060864,-0.010766
138240.000,-35.998,-137.015,411.940207,0.041915,0.056789,-0.011113
138300.000,-33.430,-133.719,411.269343,0.043648,0.053144,-0.011206
138360.000,-30.765,-130.629,410.600655,0.045130,0.049919,-0.011041
138420.000,-28.019,-127.721,409.949506,0.046393,0.047098,-0.010622
138480.000,-25.202,-124.970,409.330926,0.047463,0.044653,-0.009957
138540.000,-22.326,-122.355,408.759325,0.048364,0.042560,-0.009059
138600.000,-19.401,-119.856,408.248207,0.049114,0.040793,-0.007944
138660.000,-16.435,-117.454,407.809908,0.049730,0.039326,-0.006635
138720.000,-13.436,-115.132,407.455349,0.050223,0.038139,-0.005157
138780.000,-10.411,-112.872,407.193825,0.050604,0.037214,-0.003539
138840.000,-7.366,-110.661,407.032809,0.050881,0.036537,-0.001813
138900.000,-4.307,-108.483,406.977805,0.051059,0.036099,-0.000011
138960.000,-1.241,-106.325,407.032235,0.051142,0.035891,0.001829
139020.000,1.828,-104.172,407.197355,0.051131,0.035911,0.003672
139080.000,4.893,-102.011,407.472231,0.051025,0.036159,0.005482
139140.000,7.949,-99.828,407.853740,0.050824,0.036638,0.007221
139200.000,10.990,-97.609,408.336625,0.050523,0.037357,0.008855
139260.000,14.010,-95.340,408.913586,0.050117,0.038326,0.010351
139320.000,17.002,-93.005,409.575407,0.049598,0.039560,0.011679
139380.000,19.959,-90.587,410.311128,0.048954,0.041077,0.012810
139440.000,22.874,-88.069,411.108241,0.048174,0.042899,0.013722
139500.000,25.737,-85.433,411.952923,0.047240,0.045049,0.014393
139560.000,28.539,-82.656,412.830289,0.046134,0.047555,0.014809
139620.000,31.269,-79.719,413.724663,0.044832,0.050441,0.014959
139680.000,33.914,-76.595,414.619869,0.043305,0.053733,0.014836
139740.000,36.461,-73.262,415.499524,0.041522,0.057447,0.014440
139800.000,38.891,-69.693,416.347345,0.039448,0.061588,0.013776
139860.000,41.188,-65.863,417.147437,0.037043,0.066137,0.012851
139920.000,43.329,-61.749,417.884594,0.034268,0.071046,0.011681
139980.000,45.292,-57.333,418.544567,0.031086,0.076217,0.010282
