"Time (EpSec)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
0.000,0.040,115.264,407.087694,0.051149,0.035872,0.002600
60.000,3.108,117.418,407.298861,0.051098,0.035987,0.004434
120.000,6.170,119.587,407.618744,0.050953,0.036330,0.006218
180.000,9.220,121.783,408.043321,0.050711,0.036909,0.007918
240.000,12.253,124.021,408.566470,0.050367,0.037731,0.009498
300.000,15.262,126.315,409.180072,0.049915,0.038808,0.010928
360.000,18.241,128.683,409.874161,0.049345,0.040158,0.012176
420.000,21.181,131.140,410.637105,0.048646,0.041799,0.013219
480.000,24.075,133.705,411.455819,0.047804,0.043755,0.014032
540.000,26.914,136.398,412.316004,0.046801,0.046050,0.014598
600.000,29.688,139.239,413.202409,0.045616,0.048712,0.014904
660.000,32.384,142.251,414.099115,0.044223,0.051765,0.014941
720.000,34.990,145.459,414.989823,0.042594,0.055231,0.014704
780.000,37.490,148.887,415.858156,0.040694,0.059124,0.014195
840.000,39.867,152.562,416.687956,0.038487,0.063439,0.013421
900.000,42.102,156.508,417.463582,0.035932,0.068146,0.012392
960.000,44.171,160.746,418.170193,0.032992,0.073179,0.011124
1020.000,46.052,165.293,418.794022,0.029631,0.078419,0.009636
1080.000,47.718,170.157,419.322626,0.025825,0.083682,0.007954
1140.000,49.142,175.331,419.745112,0.021569,0.088722,0.006104
1200.000,50.298,-179.207,420.052342,0.016883,0.093230,0.004117
1260.000,51.161,-173.499,420.237097,0.011820,0.096870,0.002027
1320.000,51.710,-167.606,420.294219,0.006470,0.099325,-0.000131
1380.000,51.934,-161.609,420.220704,0.000952,0.100355,-0.002321
1440.000,51.824,-155.595,420.015773,-0.004591,0.099855,-0.004506
1500.000,51.385,-149.656,419.680888,-0.010016,0.097877,-0.006647
1560.000,50.627,-143.875,419.219740,-0.015192,0.094618,-0.008708
1620.000,49.569,-138.321,418.638198,-0.020020,0.090375,-0.010654
1680.000,48.233,-133.043,417.944212,-0.024432,0.085484,-0.012451
1740.000,46.646,-128.070,417.147687,-0.028398,0.080268,-0.014067
1800.000,44.834,-123.412,416.260322,-0.031916,0.074998,-0.015475
1860.000,42.825,-119.067,415.295407,-0.035003,0.069878,-0.016648
1920.000,40.642,-115.021,414.267606,-0.037691,0.065049,-0.017568
1980.000,38.309,-111.253,413.192705,-0.040018,0.060593,-0.018216
2040.000,35.846,-107.741,412.087335,-0.042025,0.056554,-0.018582
2100.000,33.272,-104.458,410.968694,-0.043747,0.052942,-0.018658
2160.000,30.601,-101.380,409.854240,-0.045222,0.049749,-0.018442
2220.000,27.849,-98.480,408.761385,-0.046479,0.046956,-0.017939
2280.000,25.028,-95.737,407.707193,-0.047545,0.044538,-0.017155
2340.000,22.147,-93.129,406.708075,-0.048443,0.042470,-0.016106
2400.000,19.218,-90.635,405.779496,-0.049192,0.040725,-0.014807
2460.000,16.247,-88.236,404.935703,-0.049806,0.039279,-0.013283
2520.000,13.243,-85.916,404.189468,-0.050299,0.038112,-0.011560
2580.000,10.213,-83.657,403.551858,-0.050680,0.037207,-0.009668
2640.000,7.164,-81.446,403.032045,-0.050956,0.036549,-0.007639
2700.000,4.101,-79.267,402.637138,-0.051133,0.036129,-0.005510
2760.000,1.030,-77.106,402.372060,-0.051215,0.035940,-0.003318
2820.000,-2.043,-74.949,402.239467,-0.051202,0.035980,-0.001101
2880.000,-5.113,-72.784,402.239705,-0.051094,0.036248,0.001103
2940.000,-8.173,-70.595,402.370815,-0.050889,0.036749,0.003255
3000.000,-11.217,-68.369,402.628577,-0.050583,0.037492,0.005319
3060.000,-14.240,-66.091,403.006599,-0.050170,0.038486,0.007258
3120.000,-17.235,-63.745,403.496448,-0.049642,0.039748,0.009041
3180.000,-20.195,-61.315,404.087810,-0.048988,0.041296,0.010638
3240.000,-23.111,-58.783,404.768697,-0.048194,0.043152,0.012021
3300.000,-25.975,-56.130,405.525674,-0.047245,0.045341,0.013171
3360.000,-28.777,-53.335,406.344118,-0.046120,0.047888,0.014068
3420.000,-31.505,-50.376,407.208492,-0.044794,0.050821,0.014700
3480.000,-34.148,-47.229,408.102636,-0.043240,0.054163,0.015059
3540.000,-36.689,-43.868,409.010073,-0.041425,0.057930,0.015143
3600.000,-39.113,-40.268,409.914307,-0.039313,0.062124,0.014953
3660.000,-41.400,-36.405,410.799129,-0.036864,0.066726,0.014497
3720.000,-43.529,-32.254,411.648913,-0.034040,0.071681,0.013788
3780.000,-45.476,-27.798,412.448894,-0.030803,0.076887,0.012840
3840.000,-47.216,-23.026,413.185434,-0.027125,0.082181,0.011677
3900.000,-48.722,-17.939,413.846265,-0.022995,0.087335,0.010321
3960.000,-49.967,-12.554,414.420702,-0.018423,0.092055,0.008802
4020.000,-50.925,-6.908,414.899831,-0.013452,0.096007,0.007150
4080.000,-51.575,-1.056,415.276656,-0.008162,0.098860,0.005397
4140.000,-51.900,4.928,415.546222,-0.002666,0.100344,0.003580
4200.000,-51.893,10.955,415.705688,0.002900,0.100306,0.001733
4260.000,-51.554,16.934,415.754372,0.008388,0.098752,-0.000107
4320.000,-50.891,22.778,415.693750,0.013664,0.095838,-0.001904
4380.000,-49.921,28.413,415.527420,0.018615,0.091840,-0.003624
4440.000,-48.665,33.784,415.261025,0.023164,0.087091,-0.005234
4500.000,-47.150,38.856,414.902138,0.027269,0.081923,-0.006703
4560.000,-45.402,43.612,414.460120,0.030922,0.076627,-0.008001
4620.000,-43.448,48.053,413.945930,0.034135,0.071428,-0.009104
4680.000,-41.314,52.189,413.371922,0.036937,0.066487,-0.009992
4740.000,-39.023,56.038,412.751606,0.039365,0.061902,-0.010646
4800.000,-36.597,59.625,412.099385,0.041459,0.057726,-0.011053
4860.000,-34.054,62.974,411.430289,0.043257,0.053977,-0.011207
4920.000,-31.411,66.111,410.759676,0.044797,0.050654,-0.011104
4980.000,-28.683,69.061,410.102944,0.046109,0.047738,-0.010745
5040.000,-25.882,71.847,409.475230,0.047223,0.045205,-0.010138
5100.000,-23.020,74.492,408.891117,0.048163,0.043031,-0.009294
5160.000,-20.105,77.017,408.364352,0.048947,0.041187,-0.008230
5220.000,-17.149,79.441,407.907573,0.049594,0.039650,-0.006965
5280.000,-14.157,81.781,407.532062,0.050115,0.038398,-0.005525
5340.000,-11.137,84.054,407.247519,0.050523,0.037412,-0.003938
5400.000,-8.096,86.276,407.061870,0.050824,0.036677,-0.002234
5460.000,-5.040,88.460,406.981102,0.051026,0.036183,-0.000447
5520.000,-1.975,90.622,407.009143,0.051131,0.035920,0.001387
5580.000,1.094,92.775,407.147773,0.051142,0.035885,0.003233
5640.000,4.160,94.933,407.396582,0.051059,0.036079,0.005054
5700.000,7.219,97.109,407.752968,0.050881,0.036502,0.006813
5760.000,10.264,99.318,408.212180,0.050605,0.037163,0.008475
5820.000,13.289,101.574,408.767393,0.050224,0.038071,0.010007
5880.000,16.289,103.892,409.409838,0.049733,0.039240,0.011378
5940.000,19.255,106.288,410.128955,0.049120,0.040688,0.012559
6000.000,22.180,108.780,410.912587,0.048374,0.042434,0.013525
6060.000,25.057,111.387,411.747204,0.047479,0.044503,0.014255
6120.000,27.875,114.127,412.618148,0.046416,0.046921,0.014733
6180.000,30.623,117.025,413.509910,0.045163,0.049714,0.014947
6240.000,33.290,120.101,414.406404,0.043692,0.052907,0.014890
6300.000,35.861,123.382,415.291272,0.041974,0.056519,0.014560
6360.000,38.321,126.892,416.148178,0.039973,0.060558,0.013959
6420.000,40.651,130.657,416.961108,0.037651,0.065013,0.013096
6480.000,42.832,134.701,417.714665,0.034968,0.069842,0.011982
6540.000,44.840,139.044,418.394347,0.031887,0.074962,0.010636
6600.000,46.650,143.700,418.986814,0.028375,0.080234,0.009079
6660.000,48.236,148.671,419.480130,0.024414,0.085452,0.007336
6720.000,49.570,153.948,419.863984,0.020007,0.090346,0.005436
6780.000,50.628,159.500,420.129880,0.015184,0.094595,0.003410
6840.000,51.385,165.279,420.271292,0.010010,0.097861,0.001292
6900.000,51.824,171.218,420.283793,0.004587,0.099848,-0.000881
6960.000,51.933,177.231,420.165137,-0.000955,0.100357,-0.003074
7020.000,51.710,-176.770,419.915314,-0.006474,0.099335,-0.005247
7080.000,51.160,-170.877,419.536555,-0.011826,0.096889,-0.007365
7140.000,50.297,-165.168,419.033306,-0.016893,0.093255,-0.009391
7200.000,49.140,-159.704,418.412163,-0.021584,0.088752,-0.011290
7260.000,47.715,-154.528,417.681764,-0.025845,0.083715,-0.013028
7320.000,46.048,-149.662,416.852650,-0.029656,0.078453,-0.014575
7380.000,44.165,-145.113,415.937089,-0.033023,0.073215,-0.015905
7440.000,42.094,-140.872,414.948870,-0.035969,0.068182,-0.016994
7500.000,39.857,-136.925,413.903071,-0.038529,0.063474,-0.017822
7560.000,37.477,-133.248,412.815800,-0.040741,0.059159,-0.018374
7620.000,34.974,-129.817,411.703917,-0.042646,0.055266,-0.018641
7680.000,32.365,-126.607,410.584741,-0.044280,0.051799,-0.018617
7740.000,29.665,-123.593,409.475750,-0.045677,0.048746,-0.018302
7800.000,26.888,-120.750,408.394271,-0.046865,0.046085,-0.017701
7860.000,24.045,-118.055,407.357179,-0.047871,0.043790,-0.016824
7920.000,21.147,-115.488,406.380590,-0.048716,0.041836,-0.015687
7980.000,18.202,-113.029,405.479582,-0.049417,0.040196,-0.014308
8040.000,15.219,-110.659,404.667923,-0.049988,0.038848,-0.012713
8100.000,12.206,-108.362,403.957823,-0.050442,0.037773,-0.010928
8160.000,9.168,-106.121,403.359722,-0.050786,0.036954,-0.008985
8220.000,6.113,-103.922,402.882097,-0.051028,0.036378,-0.006918
8280.000,3.047,-101.751,402.531319,-0.051172,0.036038,-0.004763
8340.000,-0.025,-99.593,402.311540,-0.051221,0.035928,-0.002558
8400.000,-3.098,-97.435,402.224626,-0.051175,0.036046,-0.000341
8460.000,-6.164,-95.263,402.270130,-0.051034,0.036394,0.001850
8520.000,-9.220,-93.063,402.445307,-0.050795,0.036977,0.003976
8580.000,-12.258,-90.821,402.745182,-0.050453,0.037804,0.006000
8640.000,-15.272,-88.521,403.162645,-0.050002,0.038889,0.007890
8700.000,-18.256,-86.149,403.688595,-0.049432,0.040246,0.009612
8760.000,-21.201,-83.686,404.312121,-0.048732,0.041898,0.011138
8820.000,-24.101,-81.115,405.020710,-0.047887,0.043865,0.012443
8880.000,-26.944,-78.415,405.800490,-0.046880,0.046173,0.013508
8940.000,-29.722,-75.567,406.636491,-0.045688,0.048850,0.014315
9000.000,-32.423,-72.546,407.512929,-0.044288,0.051921,0.014854
9060.000,-35.032,-69.328,408.413501,-0.042648,0.055408,0.015119
9120.000,-37.535,-65.888,409.321690,-0.040735,0.059322,0.015108
9180.000,-39.914,-62.201,410.221064,-0.038512,0.063660,0.014826
9240.000,-42.150,-58.241,411.095581,-0.035939,0.068392,0.014282
9300.000,-44.219,-53.987,411.929880,-0.032977,0.073447,0.013488
9360.000,-46.098,-49.423,412.709554,-0.029591,0.078705,0.012464
9420.000,-47.761,-44.542,413.421409,-0.025758,0.083980,0.011232
9480.000,-49.180,-39.350,414.053700,-0.021473,0.089020,0.009817
9540.000,-50.329,-33.871,414.596328,-0.016758,0.093515,0.008248
9600.000,-51.184,-28.146,415.041023,-0.011667,0.097126,0.006558
9660.000,-51.724,-22.240,415.381479,-0.006292,0.099535,0.004779
9720.000,-51.935,-16.231,415.613458,-0.000756,0.100506,0.002948
9780.000,-51.814,-10.210,415.734860,0.004800,0.099939,0.001099
9840.000,-51.362,-4.268,415.745744,0.010230,0.097893,-0.000730
9900.000,-50.591,1.512,415.648321,0.015405,0.094571,-0.002505
9960.000,-49.521,7.061,415.446902,0.020224,0.090277,-0.004191
10020.000,-48.173,12.332,415.147806,0.024624,0.085348,-0.005756
10080.000,-46.575,17.297,414.759240,0.028574,0.080106,-0.007169
10140.000,-44.753,21.944,414.291134,0.032074,0.074822,-0.008403
10200.000,-42.734,26.279,413.754953,0.035142,0.069697,-0.009434
10260.000,-40.544,30.314,413.163473,0.037811,0.064869,-0.010243
10320.000,-38.204,34.070,412.530543,0.040120,0.060421,-0.010814
10380.000,-35.736,37.573,411.870812,0.042108,0.056390,-0.011135
10440.000,-33.157,40.846,411.199455,0.043813,0.052789,-0.011201
10500.000,-30.483,43.916,410.531879,0.045271,0.049608,-0.011009
10560.000,-27.729,46.807,409.883424,0.046513,0.046826,-0.010564
10620.000,-24.906,49.542,409.269072,0.047565,0.044420,-0.009874
10680.000,-22.024,52.144,408.703148,0.048449,0.042362,-0.008953
10740.000,-19.095,54.632,408.199048,0.049184,0.040626,-0.007817
10800.000,-16.125,57.025,407.768972,0.049786,0.039189,-0.006489
10860.000,-13.123,59.341,407.423683,0.050268,0.038030,-0.004995
10920.000,-10.095,61.594,407.172293,0.050638,0.037132,-0.003364
10980.000,-7.048,63.801,407.022077,0.050904,0.036481,-0.001628
11040.000,-3.989,65.977,406.978328,0.051072,0.036066,0.000179
11100.000,-0.922,68.134,407.044244,0.051145,0.035882,0.002021
11160.000,2.147,70.287,407.220856,0.051124,0.035926,0.003863
11220.000,5.211,72.450,407.507000,0.051009,0.036198,0.005666
11280.000,8.266,74.635,407.899330,0.050798,0.036702,0.007396
11340.000,11.305,76.859,408.392369,0.050486,0.037446,0.009018
11400.000,14.322,79.134,408.978613,0.050069,0.038442,0.010498
11460.000,17.311,81.477,409.648655,0.049537,0.039705,0.011806
11520.000,20.264,83.904,410.391365,0.048880,0.041252,0.012916
11580.000,23.174,86.433,411.194087,0.048084,0.043107,0.013803
11640.000,26.031,89.084,412.042877,0.047134,0.045293,0.014448
11700.000,28.826,91.876,412.922752,0.046008,0.047837,0.014837
11760.000,31.548,94.832,413.817971,0.044684,0.050764,0.014959
11820.000,34.184,97.976,414.712323,0.043132,0.054099,0.014808
11880.000,36.719,101.332,415.589423,0.041321,0.057858,0.014384
11940.000,39.137,104.927,416.433012,0.039214,0.062042,0.013692
12000.000,41.418,108.785,417.227255,0.036772,0.066632,0.012741
12060.000,43.542,112.930,417.957032,0.033957,0.071573,0.011546
12120.000,45.485,117.379,418.608210,0.030731,0.076764,0.010124
12180.000,47.221,122.143,419.167905,0.027066,0.082044,0.008500
12240.000,48.723,127.222,419.624717,0.022951,0.087184,0.006700
12300.000,49.966,132.597,419.968936,0.018395,0.091895,0.004752
12360.000,50.923,138.234,420.192728,0.013443,0.095843,0.002691
12420.000,51.573,144.076,420.290275,0.008171,0.098700,0.000550
12480.000,51.899,150.051,420.257890,0.002691,0.100195,-0.001634
12540.000,51.894,156.069,420.094092,-0.002860,0.100176,-0.003824
12600.000,51.558,162.041,419.799639,-0.008337,0.098646,-0.005983
12660.000,50.898,167.880,419.377531,-0.013603,0.095760,-0.008073
12720.000,49.932,173.511,418.832959,-0.018549,0.091790,-0.010059
12780.000,48.680,178.879,418.173235,-0.023097,0.087066,-0.011906
12840.000,47.169,-176.050,417.407667,-0.027204,0.081920,-0.013582
12900.000,45.425,-171.293,416.547411,-0.030861,0.076642,-0.015058
12960.000,43.474,-166.851,415.605281,-0.034080,0.071457,-0.016307
13020.000,41.343,-162.713,414.595538,-0.036889,0.066525,-0.017308
13080.000,39.055,-158.861,413.533642,-0.039325,0.061946,-0.018043
13140.000,36.631,-155.271,412.435991,-0.041428,0.057774,-0.018498
13200.000,34.090,-151.919,411.319637,-0.043236,0.054028,-0.018665
13260.000,31.448,-148.779,410.201989,-0.044785,0.050705,-0.018541
13320.000,28.720,-145.826,409.100507,-0.046107,0.047790,-0.018127
13380.000,25.919,-143.037,408.032396,-0.047230,0.045257,-0.017430
13440.000,23.056,-140.388,407.014304,-0.048179,0.043082,-0.016462
13500.000,20.141,-137.860,406.062024,-0.048972,0.041238,-0.015240
13560.000,17.182,-135.434,405.190212,-0.049627,0.039701,-0.013784
13620.000,14.188,-133.090,404.412128,-0.050157,0.038449,-0.012120
13680.000,11.165,-130.814,403.739396,-0.050572,0.037463,-0.010277
13740.000,8.121,-128.590,403.181803,-0.050881,0.036729,-0.008288
13800.000,5.062,-126.402,402.747117,-0.051088,0.036236,-0.006186
13860.000,1.993,-124.237,402.440958,-0.051199,0.035975,-0.004010
13920.000,-1.080,-122.081,402.266699,-0.051216,0.035943,-0.001796
13980.000,-4.151,-119.919,402.225412,-0.051138,0.036139,0.000416
14040.000,-7.215,-117.739,402.315857,-0.050963,0.036567,0.002589
14100.000,-10.265,-115.526,402.534516,-0.050690,0.037232,0.004684
14160.000,-13.296,-113.266,402.875664,-0.050311,0.038147,0.006666
14220.000,-16.300,-110.944,403.331493,-0.049820,0.039323,0.008501
14280.000,-19.272,-108.542,403.892257,-0.049207,0.040779,0.010159
14340.000,-22.202,-106.044,404.546470,-0.048459,0.042536,0.011612
14400.000,-25.084,-103.431,405.281124,-0.047561,0.044618,0.012837
14460.000,-27.906,-100.683,406.081939,-0.046493,0.047050,0.013815
14520.000,-30.659,-97.778,406.933634,-0.045233,0.049859,0.014531
14580.000,-33.330,-94.692,407.820212,-0.043753,0.053070,0.014976
14640.000,-35.904,-91.401,408.725263,-0.042024,0.056703,0.015146
14700.000,-38.367,-87.879,409.632264,-0.040009,0.060764,0.015042
14760.000,-40.699,-84.101,410.524885,-0.037670,0.065243,0.014668
14820.000,-42.880,-80.042,411.387284,-0.034968,0.070095,0.014036
14880.000,-44.887,-75.683,412.204398,-0.031863,0.075237,0.013162
14940.000,-46.695,-71.011,412.962208,-0.028326,0.080525,0.012063
15000.000,-48.277,-66.022,413.647993,-0.024338,0.085751,0.010765
15060.000,-49.606,-60.727,414.250551,-0.019901,0.090642,0.009294
15120.000,-50.657,-55.158,414.760394,-0.015049,0.094872,0.007680
15180.000,-51.405,-49.363,415.169912,-0.009848,0.098103,0.005955
15240.000,-51.834,-43.411,415.473498,-0.004403,0.100038,0.004155
15300.000,-51.931,-37.388,415.667643,0.001157,0.100485,0.002313
15360.000,-51.696,-31.384,415.750987,0.006685,0.099395,0.000467
15420.000,-51.133,-25.489,415.724332,0.012041,0.096882,-0.001348
15480.000,-50.257,-19.782,415.590617,0.017103,0.093190,-0.003096
15540.000,-49.088,-14.324,415.354855,0.021784,0.088639,-0.004744
15600.000,-47.651,-9.156,415.024028,0.026032,0.083569,-0.006259
15660.000,-45.973,-4.300,414.606954,0.029826,0.078285,-0.007614
15720.000,-44.081,0.239,414.114114,0.033174,0.073036,-0.008781
15780.000,-42.001,4.469,413.557449,0.036101,0.068001,-0.009738
15840.000,-39.757,8.406,412.950132,0.038642,0.063296,-0.010467
15900.000,-37.371,12.073,412.306317,0.040836,0.058989,-0.010953
15960.000,-34.862,15.493,411.640866,0.042723,0.055106,-0.011187
16020.000,-32.249,18.694,410.969068,0.044340,0.051650,-0.011164
16080.000,-29.546,21.700,410.306339,0.045721,0.048609,-0.010885
16140.000,-26.767,24.535,409.667930,0.046894,0.045959,-0.010354
16200.000,-23.923,27.222,409.068629,0.047886,0.043676,-0.009583
16260.000,-21.024,29.783,408.522475,0.048717,0.041731,-0.008586
16320.000,-18.079,32.236,408.042481,0.049405,0.040100,-0.007381
16380.000,-15.098,34.600,407.640379,0.049965,0.038761,-0.005994
16440.000,-12.086,36.893,407.326388,0.050407,0.037693,-0.004449
16500.000,-9.051,39.129,407.109008,0.050741,0.036881,-0.002778
16560.000,-5.999,41.323,406.994850,0.050973,0.036312,-0.001014
16620.000,-2.936,43.491,406.988498,0.051108,0.035978,0.000809
16680.000,0.132,45.645,407.092411,0.051148,0.035872,0.002655
16740.000,3.200,47.800,407.306868,0.051095,0.035993,0.004488
16800.000,6.262,49.969,407.629952,0.050947,0.036344,0.006270
16860.000,9.312,52.166,408.057578,0.050702,0.036930,0.007967
16920.000,12.344,54.406,408.583560,0.050355,0.037759,0.009543
16980.000,15.352,56.702,409.199724,0.049899,0.038845,0.010968
17040.000,18.329,59.072,409.896049,0.049326,0.040203,0.012211
17100.000,21.268,61.533,410.660859,0.048623,0.041853,0.013246
17160.000,24.161,64.101,411.481026,0.047776,0.043819,0.014053
17220.000,26.998,66.798,412.342220,0.046768,0.046124,0.014611
17280.000,29.770,69.643,413.229167,0.045577,0.048797,0.014909
17340.000,32.464,72.661,414.125932,0.044178,0.051862,0.014938
17400.000,35.066,75.875,415.016208,0.042541,0.055342,0.014693
17460.000,37.563,79.311,415.883620,0.040633,0.059247,0.014176
17520.000,39.936,82.993,416.712024,0.038415,0.063574,0.013394
17580.000,42.166,86.947,417.485795,0.035850,0.068293,0.012357
17640.000,44.230,91.195,418.190124,0.032897,0.073334,0.011082
17700.000,46.105,95.751,418.811277,0.029523,0.078577,0.009589
17760.000,47.764,100.624,419.336856,0.025704,0.083838,0.007901
17820.000,49.181,105.807,419.756017,0.021435,0.088866,0.006046
17880.000,50.328,111.278,420.059678,0.016737,0.093354,0.004056
17940.000,51.182,116.992,420.240679,0.011664,0.096963,0.001963
18000.000,51.722,122.889,420.293925,0.006306,0.099377,-0.000197
18060.000,51.935,128.889,420.216479,0.000786,0.100362,-0.002387
18120.000,51.816,134.902,420.007628,-0.004756,0.099817,-0.004571
18180.000,51.367,140.837,419.668900,-0.010175,0.097797,-0.006710
18240.000,50.600,146.612,419.204055,-0.015342,0.094504,-0.008768
18300.000,49.533,152.158,418.619023,-0.020158,0.090236,-0.010710
18360.000,48.189,157.428,417.921816,-0.024558,0.085332,-0.012502
18420.000,46.595,162.392,417.122396,-0.028510,0.080110,-0.014113
18480.000,44.777,167.040,416.232510,-0.032014,0.074842,-0.015513
18540.000,42.762,171.376,415.265494,-0.035089,0.069729,-0.016680
18600.000,40.574,175.413,414.236051,-0.037766,0.064910,-0.017591
18660.000,38.237,179.173,413.159992,-0.040083,0.060466,-0.018231
18720.000,35.771,-177.322,412.053975,-0.042080,0.056440,-0.018588
18780.000,33.193,-174.046,410.935205,-0.043795,0.052840,-0.018656
18840.000,30.520,-170.973,409.821145,-0.045263,0.049659,-0.018431
18900.000,27.766,-168.079,408.729201,-0.046514,0.046878,-0.017919
18960.000,24.942,-165.340,407.676423,-0.047574,0.044472,-0.017128
19020.000,22.060,-162.735,406.679196,-0.048468,0.042413,-0.016070
19080.000,19.129,-160.244,405.752954,-0.049212,0.040677,-0.014765
19140.000,16.158,-157.848,404.911903,-0.049823,0.039240,-0.013235
19200.000,13.153,-155.530,404.168765,-0.050312,0.038081,-0.011506
19260.000,10.122,-153.273,403.534557,-0.050690,0.037183,-0.009609
19320.000,7.072,-151.063,403.018388,-0.050963,0.036533,-0.007577
19380.000,4.009,-148.885,402.627305,-0.051137,0.036120,-0.005446
19440.000,0.938,-146.724,402.366163,-0.051216,0.035938,-0.003252
19500.000,-2.135,-144.567,402.237550,-0.051200,0.035984,-0.001034
19560.000,-5.204,-142.401,402.241744,-0.051089,0.036260,0.001169
19620.000,-8.264,-140.212,402.376715,-0.050881,0.036768,0.003319
19680.000,-11.308,-137.984,402.638178,-0.050572,0.037518,0.005379
19740.000,-14.330,-135.704,403.019679,-0.050156,0.038520,0.007314
19800.000,-17.324,-133.356,403.512723,-0.049624,0.039790,0.009092
19860.000,-20.283,-130.924,404.106945,-0.048966,0.041347,0.010682
19920.000,-23.197,-128.389,404.790310,-0.048168,0.043213,0.012059
19980.000,-26.060,-125.732,405.549344,-0.047214,0.045412,0.013201
20040.000,-28.860,-122.932,406.369391,-0.046083,0.047970,0.014090
20100.000,-31.586,-119.967,407.234892,-0.044751,0.050915,0.014715
20160.000,-34.225,-116.814,408.129674,-0.043189,0.054269,0.015066
20220.000,-36.763,-113.447,409.037254,-0.041366,0.058049,0.015141
20280.000,-39.183,-109.840,409.941140,-0.039244,0.062256,0.014943
20340.000,-41.466,-105.968,410.825138,-0.036785,0.066870,0.014480
20400.000,-43.590,-101.808,411.673641,-0.033949,0.071834,0.013763
20460.000,-45.531,-97.343,412.471915,-0.030699,0.077045,0.012809
20520.000,-47.265,-92.561,413.206360,-0.027008,0.082339,0.011639
20580.000,-48.763,-87.465,413.864753,-0.022864,0.087484,0.010278
20640.000,-50.000,-82.072,414.436460,-0.018279,0.092186,0.008754
20700.000,-50.949,-76.418,414.912619,-0.013298,0.096110,0.007098
20760.000,-51.589,-70.561,415.286297,-0.008000,0.098926,0.005344
20820.000,-51.905,-64.575,415.552600,-0.002500,0.100365,0.003525
20880.000,-51.888,-58.548,415.708750,0.003066,0.100281,0.001678
20940.000,-51.539,-52.571,415.754132,0.008550,0.098683,-0.000161
21000.000,-50.866,-46.733,415.690285,0.013817,0.095732,-0.001957
21060.000,-49.887,-41.105,415.520870,0.018757,0.091707,-0.003674
21120.000,-48.623,-35.743,415.251588,0.023293,0.086940,-0.005280
21180.000,-47.101,-30.680,414.890070,0.027385,0.081765,-0.006744
21240.000,-45.346,-25.933,414.445726,0.031025,0.076469,-0.008037
21300.000,-43.387,-21.502,413.929561,0.034225,0.071276,-0.009134
21360.000,-41.248,-17.375,413.353967,0.037015,0.066344,-0.010015
21420.000,-38.952,-13.533,412.732482,0.039432,0.061771,-0.010661
21480.000,-36.522,-9.954,412.079537,0.041517,0.057607,-0.011062
21540.000,-33.976,-6.612,411.410171,0.043307,0.053872,-0.011208
21600.000,-31.331,-3.481,410.739751,0.044839,0.050561,-0.011097
21660.000,-28.600,-0.537,410.083669,0.046145,0.047656,-0.010731
21720.000,-25.797,2.245,409.457051,0.047254,0.045135,-0.010116
21780.000,-22.933,4.887,408.874460,0.048188,0.042971,-0.009265
21840.000,-20.018,7.408,408.349611,0.048969,0.041137,-0.008195
21900.000,-17.060,9.829,407.895107,0.049611,0.039609,-0.006924
21960.000,-14.067,12.167,407.522185,0.050129,0.038365,-0.005480
22020.000,-11.046,14.438,407.240495,0.050533,0.037387,-0.003888
22080.000,-8.005,16.659,407.057907,0.050832,0.036659,-0.002182
22140.000,-4.949,18.842,406.980348,0.051030,0.036171,-0.000393
22200.000,-1.883,21.004,407.011682,0.051132,0.035916,0.001442
22260.000,1.185,23.157,407.153625,0.051141,0.035888,0.003288
22320.000,4.252,25.315,407.405701,0.051055,0.036088,0.005107
22380.000,7.310,27.492,407.765244,0.050874,0.036518,0.006864
22440.000,10.355,29.702,408.227436,0.050595,0.037186,0.008523
22500.000,13.380,31.959,408.785396,0.050211,0.038102,0.010051
22560.000,16.378,34.279,409.430297,0.049716,0.039279,0.011416
22620.000,19.343,36.678,410.151528,0.049100,0.040735,0.012591
22680.000,22.267,39.174,410.936888,0.048349,0.042491,0.013550
22740.000,25.142,41.784,411.772809,0.047450,0.044571,0.014273
22800.000,27.958,44.529,412.644605,0.046381,0.046999,0.014744
22860.000,30.704,47.431,413.536743,0.045122,0.049804,0.014950
22920.000,33.368,50.513,414.433128,0.043645,0.053009,0.014884
22980.000,35.936,53.801,415.317396,0.041918,0.056634,0.014546
23040.000,38.393,57.318,416.173216,0.039908,0.060686,0.013937
23100.000,40.719,61.091,416.984590,0.037576,0.065152,0.013066
23160.000,42.895,65.144,417.736142,0.034882,0.069992,0.011945
23220.000,44.897,69.496,418.413401,0.031788,0.075119,0.010593
23280.000,46.700,74.161,419.003067,0.028263,0.080392,0.009030
23340.000,48.279,79.142,419.493250,0.024289,0.085605,0.007281
23400.000,49.606,84.427,419.873689,0.019868,0.090485,0.005377
23460.000,50.655,89.987,420.135945,0.015034,0.094708,0.003347
23520.000,51.403,95.772,420.273554,0.009851,0.097940,0.001228
23580.000,51.832,101.714,420.282152,0.004423,0.099885,-0.000947
23640.000,51.932,107.729,420.159562,-0.001121,0.100348,-0.003139
23700.000,51.698,113.725,419.905837,-0.006637,0.099282,-0.005312
23760.000,51.139,119.614,419.523278,-0.011983,0.096796,-0.007428
23820.000,50.266,125.317,419.016396,-0.017039,0.093132,-0.009450
23880.000,49.102,130.773,418.391849,-0.021718,0.088607,-0.011344
